ReferenceNumber,WatchName,Gender,Location,Price,Currency,BrandName,Condition,ScopeOfDelivery,WatchLink,WatchImage,WebsiteName,WatchModel,Year,Movement,PowerReserve,NumberOfJewels,CaseDiameter,CaseMaterial,WaterResistanceAtm,BezelMaterial,Glass,DialColor,BraceletMaterial,BraceletColor,Buckle,BuckleMaterial,Functions,Description,Other
T101.417.16.051.00,Tissot Pr 100 T101.417.16.051.00,M,world,232.75,USD,Tissot,New,,https://www.jomashop.com/tissot-watch-t1014171605100.html,https://cdn2.jomashop.com/media/catalog/product/t/i/tissot-pr100-chronograph-black-dial-men_s-watch-t1014171605100.jpg,Jomashop,pr.100,,Quartz,,,41,Stainless Steel,10,Stainless Steel,Scratch Resistant Sapphire,Black,Leather,Black,,,"Chronograph, Date, Hour, Minute, Second","Silver-tone stainless steel case with a black leather strap. Fixed silver-tone stainless steel bezel. Black dial with luminous silver-tone hands and index hour markers. Minute markers around the outer rim. Dial Type: Analog. Luminescent hands and markers. Date display between 4 and 5 o'clock position. Chronograph - sub-dials displaying: three - 60 second, 30 minute and 1/10th of a second. ETA Caliber G10.211 quartz movement. Scratch resistant sapphire crystal. Pull / push crown. Solid case back. Round case shape, case size: 41 mm, case thickness: 10.7 mm. Band width: 20 mm, band length: 7.75 inches. Tang clasp. Water resistant at 100 meters / 330 feet. Functions: chronograph, date, hour, minute, second. Casual watch style. Watch label: Swiss Made. Tissot PR100 Chronograph Black Dial Mens Watch T1014171605100.","Calendar, Chronograph, Leather, Stainless Steel"
T019.430.11.041.00,Tissot Heritage visodate T019.430.11.041.00,M,world,440.64,USD,Tissot,New,,https://www.jomashop.com/tissot-watch-t0194301104100.html,https://cdn2.jomashop.com/media/catalog/product/t/i/tissot-heritage-visodate-blue-dial-automatic-mens-watch-t0194301104100.jpg,Jomashop,heritage.visodate,,Automatic,38,,40,Stainless Steel,3,Stainless Steel,Scratch Resistant Sapphire,Blue,Stainless Steel Mesh,Silver-tone,,," Date, Day, Hour, Minute, Second","Stainless steel case with a stainless steel mesh bracelet. Fixed stainless steel bezel. Blue dial with silver-tone hands and index hour markers. Minute markers around the outer rim. Dial Type: Analog. Day of the week and date display at the 3 o'clock position. ETA caliber 2836-2 automatic movement with a 38-hour power reserve. Scratch resistant sapphire crystal. Pull / push crown. Transparent case back. Round case shape. Case size: 40 mm. Case thickness: 11.6 mm. Band width: 20 mm. Jewelry clasp. Water resistant at 30 meters / 100 feet. Functions: date, day, hour, minute, second. Casual watch style. Watch label: Swiss Made. Tissot Heritage Visodate Automatic Blue Dial Mens Watch T019.430.11.041.00","Calendar, Stainless Steel"
T115.417.27.051.00,Tissot T-race T115.417.27.051.00,M,world,331.55,USD,Tissot,New,,https://www.jomashop.com/tissot-t-race-watch-t1154172705100.html,https://cdn2.jomashop.com/media/catalog/product/t/i/tissot-t-race-black-dial-mens-chronograph-watch-t1154172705100.jpg,Jomashop,t.race,,Quartz,,,48,Stainless Steel,10,Stainless Steel,Scratch Resistant Sapphire,Black,Rubber,Red,,,"Chronograph, Rattrapante, Date, Hour, Minute, Small Second","Stainless steel case with a red rubber strap. Fixed black PVD bezel. Black dial with luminous grey hands and index hour markers. Minute markers. Tachymeter markings around the outer rim. Dial Type: Analog. Luminescent hands and markers. Date display at the 3 o'clock position. Chronograph - three sub-dials displaying: 60 second, 30 minute and 1/10th of a second. ETA caliber G10.212 quartz movement. Scratch resistant sapphire crystal. Solid case back. Round case shape. Case size: 47.6 mm. Case thickness: 12.3 mm. Band width: 22 mm. Tang clasp. Water resistant at 100 meters / 330 feet. Functions: chronograph, rattrapante, date, hour, minute, small second. Casual watch style. Watch label: Swiss Made. Tissot T-Race Chronograph Quartz Black Dial Mens Watch T1154172705100.","Calendar, Chronograph, Rubber, Stainless Steel"
8932,Invicta  Pro diver 8932,M,world,45.59,USD,Invicta ,New,,https://www.jomashop.com/invicta-pro-diver-mens-watch-8932.html,https://cdn2.jomashop.com/media/catalog/product/i/n/invicta-pro-diver-men_s-watch-8932_7.jpg,Jomashop,pro.diver,,Quartz,,,38,Stainless Steel,20,Stainless Steel,Flame Fusion,Black,Stainless Steel,Silver-tone,,,"Date, Hour, Minute, Second","Stainless steel case with a stainless steel bracelet. Undirectional stainless steel bezel with a black ion-plated top ring. Black dial with luminous hands and dot hour markers. Minute markers around the outer rim. Dial Type: Analog. Luminescent hands and dial markers. Date display at the 3 o'clock position. Quartz movement. Scratch resistant flame fusion crystal. Solid case back. Case diameter: 37.5 mm. Round case shape. Band width: 20 mm. Band length: 8 inches. Deployment clasp. Water resistant at 200 meters / 660 feet. Functions: hours, minutes, seconds, date. Sport watch style. Invicta Pro Diver Black Dial Mens Watch 8932.","Calendar, Stainless Steel"
SNK803,Seiko Seiko 5 Snk803,M,world,79.99,USD,Seiko,New,,https://www.jomashop.com/seiko-watch-snk803.html,https://cdn2.jomashop.com/media/catalog/product/s/e/seiko-5-beige-dial-beige-canvas-men_s-watch-snk803.jpg,Jomashop,seiko.5,,Automatic,40,,37,Stainless Steel,10,Stainless Steel,Scratch Resistant Hardlex,Beige,Canvas,Beige,,,"Date, Day, Hour, Minute, Second","Stainless steel case with a beige canvas strap. Fixed stainless steel bezel. Beige dial with luminous hands and Arabic numeral hour markers. Arabic numeral minute markers (at 5 minute intervals). Minute markers around the outer rim. Dial Type: Analog. Luminescent hands. Day of the week and date display at the 3 o'clock position. Automatic movement with a 40-hour power reserve. Scratch resistant Hardlex crystal. Pull / push crown. Skeleton case back. Case diameter: 37 mm. Case thickness: 11 mm. Round case shape. Band width: 18 mm. Tang clasp. Water resistant at 100 meters / 330 feet. Functions: date, day, hour, minute, second. Additional Info: suitable for snorkeling, as well as swimming, but not diving. Casual watch style. Seiko 5 Beige Dial Beige Canvas Mens Watch SNK803.","Calendar, Stainless Steel"
0606948,Movado Kara 0606948,M,world,225,USD,Movado,New,,https://www.jomashop.com/movado-kara-watch-0606948.html,https://cdn2.jomashop.com/media/catalog/product/m/o/movado-kara-quartz-black-dial-ladies-watch-0606948--.jpg,Jomashop,kara,,Quartz,,,24,Stainless Steel and Yellow Gold PVD,3,Stainless Steel,Scratch Resistant Sapphire,Black,Stainless Steel,Silver-tone,,,"Hour, Minute","Stainless steel and yellow gold PVD case with a silver-tone stainless steel bracelet. Fixed silver-tone stainless steel bezel. Black dial with gold-tone dauphine-style shape hands and the signature Movado dot appears at the 12 o'clock position. Dial Type: Analog. Quartz movement. Scratch resistant sapphire crystal. Pull / push crown. Solid case back. Round case shape, case size: 24 mm, case thickness: 6 mm. Band width: 5 mm, band length: 7 inches. Jewelry clasp. Water resistant at 30 meters / 100 feet. Functions: hour, minute. Casual watch style. Watch label: Swiss Made. Movado Kara Quartz Black Dial Ladies Watch 0606948.","Gold, Stainless Steel"
WSD-F20RG,Casio Pro trek Wsd-f20rg,M,world,284.99,USD,Casio,New,,https://www.jomashop.com/casio-smart-watch-wsd-f20rg.html,https://cdn2.jomashop.com/media/catalog/product/c/a/casio-pro-trek-digital-mens-smart-watch-wsd-f20rg.jpg,Jomashop,pro.trek,,Quartz,,,58,Stainless Steel,5,Stainless Steel,Scratch Resistant Mineral,,Resin,,,,"GPS, Digital compass, Altimeter, Barometer, Activity Tracker, Dual Layer LCD Structure, Original Watch Face, Casio Moment Setter, Microphone, Timepiece mode","Microphone (water resistant)
Vibration
Bluetooth: Bluetooth V4.1 (Low Energy support)
Wi-Fi: IEEE802.11 b/g/n
Memory & storage: 512 MB RAM, 4 GB internal storage
Auto Time Correction: By communication with smartphone (Time can be adjusted manually.)
Time zones (world time function): Supports multiple world time zones (Types depend on system time zones)
Tool App (Compass, Altimeter, Barometer, Sunrise/Sunset, Tide Graph & Fishing Time, My Graph)
Digital Compass
Measuring range: 0 to 359 degrees
Measuring unit: 1 degree
60 seconds continuous measurement
Hand indication of North
Magnetic declination calibration
Bearing Memory
Gradient Calibration
Altimeter
Measuring range: -700 to 10,000 m (-2,300 to 32,800 ft)
Measuring unit: 1m (5ft)
Measurement Accuracy: within +/-75m (+/- 250ft)
Measurement Interval: 1-second (shortest)
Altitude Graph: Past 24 hours
Manual altitude correction, Auto altitude correction using location information*2 *3
Barometer
Display range: 260 to 1,100 hPa (7.6 to 32.5 inHg)
Display unit: 1 hPa (0.1 inHg)
Measurement Accuracy: within +/-3 hPa (within +/-0.1 inHg)
Atmospheric pressure tendency graph: Past 24 hours
Measurement Interval: 1-minute
Tide & Fishing
Tide Graph: Past 12 hours + next 12 hours
Fishing Time: calculated according to curent location, moon hour angle and age)
Sunrise/Sunset Data
Sunrise and sunset times (current location sunrise/sunset)
Sunrise and sunset directions (accuracy depends on compass)
My Graph*4:
Daily activity pattern: Stopped, walking, running, vehicle, Calories burned, Steps, Altitude (Highest altitude achieved that day), Workout time
Activity app (Trekking, Fishing, Cycling, Paddle, Snow)
Moment Setter app (Climbing, Trekking, Fishing and Cycling, Paddle, Snow notifications)
Location memory app (Map screen, route screen, selectable map skin, map downloading (off-line maps), voice memo, landmark, revisit marks, history screen)
Screen Brightness: 5 levels
Watch faces: 3 favorites, more can be added
Full auto-calendar: Auto switching by linking with smartphone
12/24-hour timekeeping
Battery: Lithium-ion
Watch Battery level indicator: interger value, 0 to 100%
Approx. battery life: In normal use without GPS connectivity - More than 1 day, roughly (varies according to use)
Timepiece Mode (timekeeping only) - More than 1 month, roughly (varies according to use)
With GPS connectivity at 1-second intervals, up to 9 hours with accuracy priority (varies according to app use), up to 25 hours with battery priority
With GPS connectivity at 6-minute intervals, up to 2 days with location tracking log saving on
Recharging Time: Approx. 2 hours at room temperature","Altimeter, Bluetooth, Calendar, Compass, GPS, Perpetual, Time Zone, World Time"
T101.208.11.111.00,Tissot Pr 100 T101.208.11.111.00,M,world,284.05,USD,Tissot,New,,https://www.jomashop.com/tissot-watch-t101-208-11-111-00.html,https://cdn2.jomashop.com/media/catalog/product/t/i/tissot-pr-100-automatic-ladies-watch-t101.208.11.111.00_1.jpg,Jomashop,pr.100,,Automatic,80,,33,Stainless Steel,10,Stainless Steel,Scratch Resistant Sapphire,Mother Of Pearl,Stainless Steel,Silver-tone,,,"Date, Hour, Minute, Second","Stainless steel case with a stainless steel bracelet. Fixed stainless steel bezel. Mother of pearl dial with luminous silver-tone hands and index hour markers. Minute markers around the outer rim. Dial Type: Analog. Luminescent hands and markers. Date display at the 6 o'clock position. Powermatic 80.111 automatic movement with an 80-hour power reserve. Scratch resistant sapphire crystal. Solid case back. Case size: 33 mm. Case thickness: 9.79 mm. Round case shape. Deployment clasp. Water resistant at 100 meters / 330 feet. Functions: date, hour, minute, second. Casual watch style. Watch label: Swiss Made. Tissot Pr 100 Automatic Ladies Watch T101.208.11.111.00.","Calendar, Stainless Steel"
K5U2S146,Calvin Klein Round K5u2s146,M,world,49.99,USD,Calvin Klein,New,,https://www.jomashop.com/calvin-klein-watch-k5u2s146.html,https://cdn2.jomashop.com/media/catalog/product/c/a/calvin-klein-silver-dial-stainless-steel-ladies-watch-k5u2s146.jpg,Jomashop,round,,Quartz,,,34,Stainless Steel,3,Stainless Steel,Scratch Resistant Mineral,Silver,Stainless Steel Bangle,Silver-tone,,,"Hour, Minute","Stainless steel case with a stainless steel bangle bracelet. Fixed stainless steel bezel. Silver dial with silver-tone hands. No markers. Dial Type: Analog. Quartz movement. Scratch resistant mineral crystal. Pull / push crown. Solid case back. Round case shape. Case size: 34 mm. Case thickness: 8 mm. Band width: 22 mm. Deployment clasp. Water resistant at 30 meters / 100 feet. Functions: hour, minute. Dress watch style. Watch label: Swiss Made. Calvin Klein Silver Dial Stainless Steel Ladies Watch K5U2S146.",Stainless Steel
BM8180-03E,Citizen Eco-drive Bm8180-03e,M,world,103.55,USD,Citizen,New,,https://www.jomashop.com/citizen-bm8180-03e.html,https://cdn2.jomashop.com/media/catalog/product/c/i/citizen-strap-eco-drive-180-men_s-watch-bm8180-03e_5.jpg,Jomashop,eco.drive,,Eco-Drive,,,37,Brushed Stainless Steel,10,Stainless Steel,Mineral,Black,Canvas,Green,,,"Date, Day, Hour, Minute, Second","Stainless steel case with a green canvas strap. Fixed stainless steel bezel. Black dial with luminous silver-tone hands and Arabic numeral hour markers. Minute markers around the outer rim. Dial Type: Analog. Luminescent hands. Day of the week and date display at the 3 o'clock position. Eco-Drive E100 eco-drive movement. Scratch resistant mineral crystal. Pull / push crown. Solid case back. Case size: 37 mm. Case thickness: 9 mm. Round case shape. Band width: 18 mm. Band length: 7.5 inches. Tang clasp. Water resistant at 100 meters / 330 feet. Functions: date, day, hour, minute, second. Casual watch style. Watch label: Made in Japan. Item Variations: BM8180-03E, BM818003E, BM8180, Citizen-BM8180-03E, Citizen-BM818003E. Citizen Strap Eco-Drive 180 Day-Date Mens Watch BM8180-03E.","Calendar, Solar, Stainless Steel"
T063.610.16.037.00,Tissot Tradition T063.610.16.037.00,M,world,177.64,USD,Tissot,New,,https://www.jomashop.com/tissot-mens-watch-t0636101603700.html,https://cdn2.jomashop.com/media/catalog/product/t/i/tissot-t-classic-tradition-silver-dial-men_s-watch-t0636101603700.jpg,Jomashop,tradition,,Quartz,,,42,Stainless Steel,3,Stainless Steel,Sapphire,Silver,Leather,Brown,,,"Date, Hour, Minute, Second","Stainless steel case with a brown leather strap. Fixed stainless steel bezel. Silver dial with silver-tone hands and index hour markers. Arabic numerals mark the 6 and 12 o'clock positions. Minute markers around the outer rim. Dial Type: Analog. Date display at the 3 o'clock position. Quartz movement. Scratch resistant sapphire crystal. Solid case back. Case diameter: 42 mm. Case thickness: 7 mm. Round case shape. Band width: 20 mm. Butterfly clasp. Water resistant at 30 meters / 100 feet. Functions: hours, minutes, seconds and date. Casual watch style. Watch label: Swiss Made. Tissot T Classic Tradition Silver Dial Brown Leather Mens Watch T0636101603700.","Calendar, Leather, Stainless Steel"
SNZH57,Seiko Seiko 5 Snzh57,M,world,142.49,USD,Seiko,New,,https://www.jomashop.com/seiko-5-automatic-mens-watch-snzh57.html,https://cdn2.jomashop.com/media/catalog/product/s/e/seiko-fifty-five-fathoms-automatic-black-dial-men_s-watch-snzh57.jpg,Jomashop,seiko.5,,Automatic,40,,42,Stainless Steel,10,Stainless Steel,Mineral,Black Sunray Patterned,Stainless Steel,Silver-tone,,,"Date, Day, Hour, Minute, Second","Stainless steel case with a silver-tone stainless steel bracelet. Unidirectional black ion-plated bezel. Black sunray patterned dial with luminous hands and gold-tone index hour markers. Minute markers around the outer rim. Dial Type: Analog. Luminescent hands and markers. Day of the week and date display at the 3 o'clock position. Seiko Caliber 7S36 automatic movement with a 40-hour power reserve. Scratch resistant mineral crystal. Textured steel crown. Skeleton case back. Case size: 42 mm. Case thickness: 14 mm. Round case shape. Deployment clasp. Water resistant at 100 meters / 330 feet. Functions: date, day, hour, minute, second. Additional Info: calendar is shown in english and spanish. Dress watch style. Seiko Fifty Five Fathoms Automatic Black Dial Stainless Steel Mens Watch SNZH57.","Calendar, Gold, Stainless Steel"
RA-AA0002L19B,Orient Mako iii Ra-aa0002l19b,M,world,189.05,USD,Orient,New,,https://www.jomashop.com/orient-mako-iii-watch-ra-aa0002l19b.html,https://cdn2.jomashop.com/media/catalog/product/o/r/orient-mako-iii-automatic-blue-dial-mens-watch-ra-aa0002l19b.jpg,Jomashop,mako.iii,,Automatic,40,,42,,20,Stainless Steel with a Blue Ring,Scratch Resistant Sapphire,Blue,Stainless Steel,Silver-tone,,,"Date, Day, Hour, Minute, Second","Stainless steel case with a stainless steel bracelet. Uni-directional rotating stainless steel bezel with a blue ring. Blue dial with luminous silver-tone hands and index hour markers. Minute markers around the outer rim. Dial Type: Analog. Luminescent hands and markers. Day of the week and date display at the 3 o'clock position. Orient calibre F6922 automatic movement with a 40-hour power reserve. Scratch resistant sapphire crystal. Screw down crown. Solid case back. Round case shape. Case size: 42 mm. Case thickness: 13 mm. Band width: 22 mm. Fold over clasp. Water resistant at 200 meters / 660 feet. Functions: date, day, hour, minute, second. Casual watch style. Watch label: Japan Movt. Orient Mako III Automatic Blue Dial Mens Watch RA-AA0002L19B.","Calendar, Stainless Steel"
